date,name,startTime,stopTime,timeZoneOffset,distance,duration,kiloCalories,maximumHeartRate,averageHeartRate,duration_minutes,vo2Max,restingHeartRate,anaerobicThreshold,functionalThresholdPower,sleepGoal,sport,minHeartRate
2025-06-14,,18:06:43,18:29:11,120,141.39999389648438,00:22:28,170.0,197,139.0,00:22:28,44,55.0,177.0,172.0,8.0,OPEN_WATER_SWIMMING,86.0
2022-05-12,,06:01:24,06:36:07,120,,00:34:43,176.0,197,109.0,00:34:43,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,70.0
2023-02-04,,18:00:49,20:50:09,60,4216.2998046875,02:49:20,1019.0,197,148.0,02:49:20,45,55.0,177.0,177.0,8.0,BACKCOUNTRY_SKIING,100.0
2022-11-13,,15:56:03,16:36:17,60,1875.0,00:40:14,328.0,197,135.0,00:40:14,45,55.0,177.0,177.0,8.0,POOL_SWIMMING,84.0
2024-01-02,,08:30:04,09:07:19,60,6399.60009765625,00:37:15,353.0,197,156.0,00:37:15,44,55.0,177.0,172.0,8.0,RUNNING,82.0
2022-05-28,,10:38:31,11:15:45,120,0.0,00:37:14,293.0,197,138.0,00:37:14,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,74.0
2021-09-05,,10:30:48,11:10:48,120,,00:40:00,,194,,00:40:00,45,55.0,175.0,177.0,8.0,MOBILITY_STATIC,
2017-03-05,Laufen,08:50:32,09:10:43,60,2777.199951171875,00:20:11,190.0,199,,00:20:11,48,55.0,179.0,,,RUNNING,
2025-08-10,,09:10:08,16:40:01,120,30486.19921875,07:29:53,3832.0,197,144.0,07:29:53,44,55.0,177.0,172.0,8.0,RUNNING,95.0
2016-06-23,Radfahren,17:57:40,19:57:04,120,37849.19921875,01:59:24,459.0,199,,01:59:24,44,55.0,179.0,,,CYCLING,
2024-07-04,,06:31:22,07:22:56,120,19243.599609375,00:51:34,460.0,197,156.0,00:51:34,44,55.0,177.0,172.0,8.0,ROAD_BIKING,93.0
2021-10-17,,08:40:01,09:15:53,120,6381.0,00:35:52,377.0,194,165.0,00:35:52,45,55.0,175.0,177.0,8.0,RUNNING,102.0
2023-04-17,,20:07:16,20:28:11,120,,00:20:55,151.0,197,128.0,00:20:55,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,68.0
2015-10-13,Laufen,11:16:25,12:17:32,120,10308.099609375,01:01:07,662.0,200,170.0,01:01:07,41,55.0,180.0,,,RUNNING,127.0
2018-10-28,Laufen,08:34:53,09:09:18,120,6042.7001953125,00:34:25,337.0,197,,00:34:25,45,55.0,177.0,256.0,,RUNNING,
2025-06-01,,08:34:12,13:10:51,120,12362.5,04:36:39,1450.0,197,112.0,04:36:39,44,55.0,177.0,172.0,8.0,HIKING,71.0
2017-04-09,Radfahren,13:04:02,16:16:13,120,34641.3984375,03:12:11,546.0,199,,03:12:11,48,55.0,179.0,220.0,,CYCLING,
2021-07-19,,20:02:42,20:43:52,120,6013.2998046875,00:41:10,374.0,194,147.0,00:41:10,45,55.0,175.0,177.0,8.0,JOGGING,106.0
2024-07-19,,19:44:35,21:34:46,120,8462.5,01:50:11,925.0,197,154.0,01:50:11,44,55.0,177.0,172.0,8.0,RUNNING,92.0
2025-04-03,,18:18:29,19:11:08,120,9011.900390625,00:52:39,534.0,197,164.0,00:52:39,44,55.0,177.0,172.0,8.0,RUNNING,95.0
2015-06-16,Laufen,19:40:04,20:24:15,120,6813.39990234375,00:44:11,429.0,200,158.0,00:44:11,42,55.0,180.0,,,RUNNING,107.0
2025-04-17,,19:03:22,20:15:08,120,10850.2001953125,01:11:46,600.0,197,162.0,01:11:46,44,55.0,177.0,172.0,8.0,RUNNING,78.0
2018-06-24,Laufen,10:16:34,10:59:47,120,7310.2001953125,00:43:13,412.0,197,,00:43:13,45,55.0,177.0,256.0,,RUNNING,
2025-06-26,,05:17:31,05:57:48,120,7289.60009765625,00:40:17,385.0,197,157.0,00:40:17,44,55.0,177.0,172.0,8.0,RUNNING,113.0
2022-06-03,,19:28:25,20:02:32,120,,00:34:07,95.0,197,85.0,00:34:07,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,61.0
2025-02-02,,09:41:18,12:37:51,60,5822.39990234375,02:56:33,1253.0,197,137.0,02:56:33,44,55.0,177.0,172.0,8.0,BACKCOUNTRY_SKIING,90.0
2025-04-04,,21:45:17,22:40:27,120,20774.69921875,00:55:10,494.0,197,156.0,00:55:10,44,55.0,177.0,172.0,8.0,ROAD_BIKING,117.0
2017-04-09,Laufen,10:15:16,11:37:15,120,4421.0,01:21:59,452.0,199,,01:21:59,48,55.0,179.0,,,RUNNING,
2021-05-09,,08:03:57,09:10:41,120,6891.2998046875,01:06:44,649.0,194,156.0,01:06:44,45,55.0,175.0,177.0,8.0,RUNNING,97.0
2019-03-26,Laufen,19:39:01,20:18:12,60,6656.60009765625,00:39:11,347.0,197,,00:39:11,45,55.0,177.0,,,RUNNING,
2015-08-16,Running,09:50:30,12:22:30,120,20318.69921875,02:32:00,1276.0,200,146.0,02:32:00,41,55.0,180.0,,,RUNNING,82.0
2025-06-28,,18:23:29,19:10:21,120,6941.5,00:46:52,412.0,197,150.0,00:46:52,44,55.0,177.0,172.0,8.0,RUNNING,82.0
2021-05-16,,10:35:29,11:33:48,120,10011.2998046875,00:58:19,583.0,194,159.0,00:58:19,45,55.0,175.0,177.0,8.0,RUNNING,89.0
2022-03-04,,15:49:08,17:21:06,60,8853.0,01:31:58,885.0,197,162.0,01:31:58,45,55.0,177.0,177.0,8.0,RUNNING,101.0
2025-01-29,,17:24:16,18:15:31,60,5905.89990234375,00:51:15,340.0,197,140.0,00:51:15,44,55.0,177.0,172.0,8.0,RUNNING,82.0
2023-03-29,,20:47:33,21:14:05,120,,00:26:32,206.0,197,133.0,00:26:32,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,67.0
2023-01-13,,12:11:13,13:25:44,60,9416.400390625,01:14:31,711.0,197,174.0,01:14:31,45,55.0,177.0,177.0,8.0,RUNNING,126.0
2023-03-10,,05:48:41,06:06:59,60,,00:18:18,87.0,197,108.0,00:18:18,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,78.0
2023-03-13,,20:34:36,20:54:35,60,,00:19:59,122.0,197,117.0,00:19:59,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,71.0
2022-11-28,,19:25:58,20:21:22,60,9716.099609375,00:55:24,557.0,197,161.0,00:55:24,45,55.0,177.0,177.0,8.0,RUNNING,96.0
2025-07-08,,16:09:45,18:25:48,120,,02:16:03,201.0,197,113.0,02:16:03,44,55.0,177.0,172.0,8.0,VERTICALSPORTS_WALLCLIMBING,85.0
2020-04-07,Laufen,18:54:59,19:15:34,120,3507.300048828125,00:20:35,180.0,196,,00:20:35,45,55.0,176.0,,,RUNNING,
2023-02-14,,17:02:40,17:54:56,60,9497.5,00:52:16,535.0,197,162.0,00:52:16,45,55.0,177.0,177.0,8.0,RUNNING,86.0
2017-03-08,Laufen,11:35:27,12:35:34,60,9395.7001953125,01:00:07,530.0,199,,01:00:07,48,55.0,179.0,220.0,,RUNNING,
2025-07-01,,05:19:18,06:09:09,120,7106.0,00:49:51,435.0,197,146.0,00:49:51,44,55.0,177.0,172.0,8.0,RUNNING,102.0
2024-08-04,,16:07:51,16:51:52,120,1730.699951171875,00:44:01,290.0,197,122.0,00:44:01,44,55.0,177.0,172.0,8.0,HIKING,91.0
2023-05-22,,16:17:31,16:54:39,120,16084.2998046875,00:37:08,319.0,197,152.0,00:37:08,44,55.0,177.0,172.0,8.0,ROAD_BIKING,95.0
2022-07-07,,18:51:43,20:00:16,120,8537.0,01:08:33,605.0,197,152.0,01:08:33,45,55.0,177.0,177.0,8.0,MOUNTAIN_BIKING,103.0
2018-07-30,Jogging,07:18:42,07:26:19,120,1226.800048828125,00:07:37,39.0,197,,00:07:37,45,55.0,177.0,256.0,,JOGGING,
2022-01-04,,19:02:46,19:52:08,60,0.0,00:49:22,349.0,194,128.0,00:49:22,45,55.0,175.0,177.0,8.0,FUNCTIONAL_TRAINING,69.0
2023-02-12,,08:11:23,17:39:53,60,12784.7001953125,09:28:30,4314.0,197,135.0,09:28:30,45,55.0,177.0,177.0,8.0,BACKCOUNTRY_SKIING,82.0
2022-03-30,,19:27:01,20:20:52,120,9586.5,00:53:51,554.0,197,164.0,00:53:51,45,55.0,177.0,177.0,8.0,RUNNING,84.0
2021-03-21,,08:24:14,09:34:26,60,10803.7998046875,01:10:12,576.0,195,138.0,01:10:12,46,55.0,176.0,256.0,8.0,RUNNING,82.0
2022-08-18,,08:36:52,09:06:27,120,,00:29:35,157.0,197,119.0,00:29:35,45,55.0,177.0,177.0,8.0,BODY_AND_MIND,98.0
2022-06-09,,06:00:39,06:34:16,120,,00:33:37,125.0,197,93.0,00:33:37,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,75.0
2023-06-04,,14:43:37,15:30:03,120,8467.900390625,00:46:26,406.0,197,153.0,00:46:26,44,55.0,177.0,172.0,8.0,ROAD_BIKING,96.0
2025-04-09,,15:38:44,17:56:50,120,,02:18:06,289.0,197,101.0,02:18:06,44,55.0,177.0,172.0,8.0,VERTICALSPORTS_WALLCLIMBING,63.0
2016-06-22,Laufen,11:33:53,12:19:20,120,5520.60009765625,00:45:27,412.0,199,,00:45:27,44,55.0,179.0,,,RUNNING,
2017-04-02,Laufen,09:48:54,10:27:22,120,4382.2001953125,00:38:28,315.0,199,,00:38:28,48,55.0,179.0,220.0,,RUNNING,
2024-08-02,,08:57:41,11:13:13,120,40249.5,02:15:32,941.0,197,126.0,02:15:32,44,55.0,177.0,172.0,8.0,WATERSPORTS_KITESURFING,95.0
2022-05-21,,13:45:53,15:00:45,120,0.0,01:14:52,217.0,197,89.0,01:14:52,45,55.0,177.0,177.0,8.0,BODY_AND_MIND,58.0
2018-10-19,Laufen,08:02:19,14:11:23,120,9984.2001953125,06:09:04,662.0,197,,06:09:04,45,55.0,177.0,,,RUNNING,
2023-05-19,,08:19:04,08:36:42,120,797.9000244140625,00:17:38,142.0,197,143.0,00:17:38,44,55.0,177.0,172.0,8.0,OPEN_WATER_SWIMMING,89.0
2022-06-04,,09:55:54,17:09:23,120,12593.900390625,07:13:29,3165.0,197,132.0,07:13:29,45,55.0,177.0,177.0,8.0,OTHER_OUTDOOR,74.0
2025-06-06,,16:24:44,16:39:57,120,45.400001525878906,00:15:13,101.0,197,126.0,00:15:13,44,55.0,177.0,172.0,8.0,OPEN_WATER_SWIMMING,89.0
2015-06-18,Jogging,16:04:11,16:59:17,120,7399.0,00:55:06,521.0,200,155.0,00:55:06,42,55.0,180.0,,,JOGGING,122.0
2019-09-09,Laufen,19:55:22,20:34:23,120,6157.7001953125,00:39:01,332.0,196,,00:39:01,45,55.0,176.0,,,RUNNING,
2023-01-20,,12:23:15,13:41:09,60,11649.0,01:17:54,773.0,197,159.0,01:17:54,45,55.0,177.0,177.0,8.0,RUNNING,95.0
2021-11-03,,19:51:42,20:26:24,60,6014.89990234375,00:34:42,371.0,194,167.0,00:34:42,45,55.0,175.0,177.0,8.0,JOGGING,104.0
2022-02-10,,20:53:04,21:27:44,60,,00:34:40,140.0,194,98.0,00:34:40,45,55.0,175.0,177.0,8.0,FUNCTIONAL_TRAINING,74.0
2022-11-19,,20:55:23,21:52:07,60,10404.7001953125,00:56:44,580.0,197,162.0,00:56:44,45,55.0,177.0,177.0,8.0,RUNNING,87.0
2021-08-21,,11:55:56,12:56:08,120,0.0,01:00:12,315.0,194,111.0,01:00:12,45,55.0,175.0,177.0,8.0,PILATES,79.0
2021-10-13,,17:13:18,18:13:58,120,0.0,01:00:40,391.0,194,123.0,01:00:40,45,55.0,175.0,177.0,8.0,FUNCTIONAL_TRAINING,79.0
2023-02-22,,17:50:00,18:38:41,60,950.0,00:48:41,259.0,197,109.0,00:48:41,45,55.0,177.0,177.0,8.0,POOL_SWIMMING,73.0
2018-05-13,Laufen,10:52:37,11:44:19,120,8945.2001953125,00:51:42,477.0,197,,00:51:42,45,55.0,177.0,256.0,,RUNNING,
2021-04-02,,07:16:37,08:01:44,120,6637.5,00:45:07,380.0,195,143.0,00:45:07,46,55.0,176.0,256.0,8.0,RUNNING,87.0
2023-07-25,,19:00:52,19:52:13,120,7923.0,00:51:21,460.0,197,149.0,00:51:21,44,55.0,177.0,172.0,8.0,RUNNING,78.0
2024-07-24,,06:46:27,07:39:28,120,19240.69921875,00:53:01,458.0,197,150.0,00:53:01,44,55.0,177.0,172.0,8.0,ROAD_BIKING,99.0
2025-05-25,,10:57:06,11:45:25,120,5906.2998046875,00:48:19,424.0,197,148.0,00:48:19,44,55.0,177.0,172.0,8.0,RUNNING,107.0
2019-12-02,Laufen,16:58:11,17:14:06,60,2178.89990234375,00:15:55,90.0,196,,00:15:55,45,55.0,176.0,,,RUNNING,
2023-04-07,,19:24:36,20:56:48,120,9243.400390625,01:32:12,895.0,197,158.0,01:32:12,45,55.0,177.0,177.0,8.0,RUNNING,119.0
2021-08-17,,20:04:45,21:14:51,120,5508.2998046875,01:10:06,515.0,194,128.0,01:10:06,45,55.0,175.0,177.0,8.0,OTHER_OUTDOOR,92.0
2020-06-27,Laufen,16:33:10,17:12:26,120,6640.2001953125,00:39:16,358.0,195,,00:39:16,46,55.0,176.0,,,RUNNING,
2024-07-09,,16:17:21,18:06:11,120,24412.5,01:48:50,664.0,197,146.0,01:48:50,44,55.0,177.0,172.0,8.0,ROAD_BIKING,104.0
2022-09-22,,19:01:24,19:37:20,120,,00:35:56,243.0,197,125.0,00:35:56,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,79.0
2022-06-05,,10:59:29,14:05:59,120,8869.5,03:06:30,1089.0,197,110.0,03:06:30,45,55.0,177.0,177.0,8.0,OTHER_OUTDOOR,62.0
2023-05-06,,19:25:10,20:03:30,120,6178.7998046875,00:38:20,318.0,197,155.0,00:38:20,44,55.0,177.0,172.0,8.0,RUNNING,97.0
2023-08-05,,07:06:40,07:52:02,120,7780.5,00:45:22,468.0,197,166.0,00:45:22,44,55.0,177.0,172.0,8.0,RUNNING,116.0
2022-10-23,,09:56:35,10:45:12,120,7861.60009765625,00:48:37,440.0,197,161.0,00:48:37,45,55.0,177.0,177.0,8.0,RUNNING,96.0
2018-09-23,Jogging,14:08:59,15:23:26,120,10715.5,01:14:27,657.0,197,,01:14:27,45,55.0,177.0,,,JOGGING,
2022-07-19,,06:01:21,06:39:12,120,,00:37:51,289.0,197,134.0,00:37:51,45,55.0,177.0,177.0,8.0,BODY_AND_MIND,91.0
2017-03-15,Laufen,11:25:37,12:24:17,60,9391.2998046875,00:58:40,548.0,199,,00:58:40,48,55.0,179.0,,,RUNNING,
2023-08-10,,19:04:56,19:35:53,120,,00:30:57,196.0,197,122.0,00:30:57,44,55.0,177.0,172.0,8.0,FUNCTIONAL_TRAINING,65.0
2025-05-19,,19:51:15,20:23:55,120,5389.39990234375,00:32:40,286.0,197,147.0,00:32:40,44,55.0,177.0,172.0,8.0,RUNNING,93.0
2019-12-11,Laufen,18:51:18,19:07:17,60,2125.300048828125,00:15:59,93.0,196,,00:15:59,45,55.0,176.0,,,RUNNING,
2023-08-13,,14:29:31,14:44:18,120,200.0,00:14:47,85.0,197,128.0,00:14:47,44,55.0,177.0,172.0,8.0,POOL_SWIMMING,93.0
2023-02-06,,19:57:04,20:41:38,60,8647.599609375,00:44:34,441.0,197,160.0,00:44:34,45,55.0,177.0,177.0,8.0,RUNNING,100.0
2023-02-03,,21:42:03,22:34:08,60,9606.5,00:52:05,546.0,197,166.0,00:52:05,45,55.0,177.0,177.0,8.0,RUNNING,102.0
2023-01-26,,17:23:26,18:22:09,60,10398.599609375,00:58:43,582.0,197,159.0,00:58:43,45,55.0,177.0,177.0,8.0,RUNNING,102.0
2018-11-11,Laufen,13:05:37,15:10:43,60,19532.400390625,02:05:06,1069.0,197,,02:05:06,45,55.0,177.0,,,RUNNING,
2025-04-13,,16:12:48,17:07:42,120,8970.7001953125,00:54:54,543.0,197,161.0,00:54:54,44,55.0,177.0,172.0,8.0,RUNNING,90.0
2017-02-20,Laufen,17:00:26,17:45:09,60,7656.2001953125,00:44:43,431.0,199,,00:44:43,48,55.0,179.0,,,RUNNING,
2021-08-31,,20:50:00,21:50:00,120,,01:00:00,,194,,01:00:00,45,55.0,175.0,177.0,8.0,FUNCTIONAL_TRAINING,
2022-11-16,,20:11:04,20:52:32,60,1650.0,00:41:28,339.0,197,138.0,00:41:28,45,55.0,177.0,177.0,8.0,POOL_SWIMMING,90.0
2020-05-17,Laufen,15:48:46,16:59:59,120,11134.400390625,01:11:13,613.0,195,,01:11:13,46,55.0,176.0,,,RUNNING,
2024-01-24,,18:40:18,19:17:01,60,6314.5,00:36:43,355.0,197,159.0,00:36:43,44,55.0,177.0,172.0,8.0,RUNNING,103.0
2021-05-22,,11:15:26,12:36:01,120,14039.0,01:20:35,846.0,194,164.0,01:20:35,45,55.0,175.0,177.0,8.0,RUNNING,87.0
2022-06-08,,19:21:33,19:52:08,120,0.0,00:30:35,224.0,197,128.0,00:30:35,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,68.0
2025-06-14,,09:56:38,14:07:32,120,9571.2001953125,04:10:54,1249.0,197,103.0,04:10:54,44,55.0,177.0,172.0,8.0,HIKING,61.0
2023-07-28,,10:02:59,13:40:42,120,8771.2998046875,03:37:43,1090.0,197,101.0,03:37:43,44,55.0,177.0,172.0,8.0,HIKING,65.0
2023-08-13,,14:46:06,14:58:39,120,249.10000610351562,00:12:33,93.0,197,136.0,00:12:33,44,55.0,177.0,172.0,8.0,OPEN_WATER_SWIMMING,95.0
2017-03-10,Laufen,11:33:57,12:32:06,60,9404.7001953125,00:58:09,544.0,199,,00:58:09,48,55.0,179.0,220.0,,RUNNING,
2017-07-19,Laufen,11:32:48,12:25:05,120,8240.599609375,00:52:17,453.0,198,,00:52:17,48,55.0,178.0,,,RUNNING,
2021-09-01,,19:45:23,20:13:49,120,0.0,00:28:26,49.0,194,79.0,00:28:26,45,55.0,175.0,177.0,8.0,BODY_AND_MIND,66.0
2022-10-12,,11:47:25,12:48:02,120,10413.7001953125,01:00:37,651.0,197,169.0,01:00:37,45,55.0,177.0,177.0,8.0,RUNNING,116.0
2025-04-29,,19:57:21,20:30:08,120,5402.89990234375,00:32:47,295.0,197,150.0,00:32:47,44,55.0,177.0,172.0,8.0,RUNNING,91.0
2020-04-13,Laufen,17:34:02,17:43:16,120,1083.199951171875,00:09:14,71.0,196,,00:09:14,45,55.0,176.0,,,RUNNING,
2022-02-08,,19:03:05,19:47:29,60,0.0,00:44:24,264.0,194,117.0,00:44:24,45,55.0,175.0,177.0,8.0,FUNCTIONAL_TRAINING,64.0
2023-05-07,,18:29:38,19:27:22,120,10336.599609375,00:57:44,575.0,197,164.0,00:57:44,44,55.0,177.0,172.0,8.0,RUNNING,114.0
2022-08-30,,18:38:48,19:37:27,120,9613.2001953125,00:58:39,622.0,197,170.0,00:58:39,45,55.0,177.0,177.0,8.0,RUNNING,92.0
2022-06-26,,10:41:51,11:12:19,120,,00:30:28,213.0,197,128.0,00:30:28,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,84.0
2022-09-25,,16:54:41,17:56:05,120,10419.7998046875,01:01:24,601.0,197,158.0,01:01:24,45,55.0,177.0,177.0,8.0,RUNNING,95.0
2023-03-08,,19:26:44,20:41:53,60,,01:15:09,615.0,197,137.0,01:15:09,45,55.0,177.0,177.0,8.0,INDOOR_CYCLING,99.0
2025-07-14,,16:52:31,17:52:52,120,6289.2001953125,01:00:21,331.0,197,144.0,01:00:21,44,55.0,177.0,172.0,8.0,RUNNING,90.0
2018-05-10,Laufen,10:32:31,11:24:02,120,8884.7001953125,00:51:31,466.0,197,,00:51:31,45,55.0,177.0,256.0,,RUNNING,
2023-02-07,,19:52:19,20:13:11,60,,00:20:52,89.0,197,96.0,00:20:52,45,55.0,177.0,177.0,8.0,BODY_AND_MIND,76.0
2017-03-03,Laufen,11:34:16,12:33:06,60,9356.400390625,00:58:50,575.0,199,,00:58:50,48,55.0,179.0,216.0,,RUNNING,
2020-04-16,Laufen,07:46:11,08:25:34,120,6608.5,00:39:23,381.0,196,,00:39:23,45,55.0,176.0,256.0,,RUNNING,
2024-08-27,,06:29:18,07:22:01,120,19229.5,00:52:43,491.0,197,156.0,00:52:43,44,55.0,177.0,172.0,8.0,ROAD_BIKING,73.0
2022-06-06,,08:33:24,10:51:41,120,15530.2001953125,02:18:17,1047.0,197,143.0,02:18:17,45,55.0,177.0,177.0,8.0,MOUNTAIN_BIKING,91.0
2022-03-31,,06:01:48,06:39:02,120,,00:37:14,192.0,197,108.0,00:37:14,45,55.0,177.0,177.0,8.0,BODY_AND_MIND,82.0
2024-01-18,,16:54:33,17:22:04,60,,00:27:31,152.0,197,110.0,00:27:31,44,55.0,177.0,172.0,8.0,FUNCTIONAL_TRAINING,56.0
2023-04-24,,16:44:46,18:33:24,120,12670.7001953125,01:48:38,1015.0,197,154.0,01:48:38,44,55.0,177.0,172.0,8.0,RUNNING,117.0
2019-04-20,Laufen,09:47:44,10:11:59,120,4473.0,00:24:15,224.0,196,,00:24:15,45,55.0,176.0,,,RUNNING,
2024-04-29,,17:24:23,18:02:14,120,6337.60009765625,00:37:51,378.0,197,165.0,00:37:51,44,55.0,177.0,172.0,8.0,RUNNING,97.0
2018-07-03,Laufen,10:58:04,12:04:47,120,10850.2998046875,01:06:43,583.0,197,,01:06:43,45,55.0,177.0,,,RUNNING,
2023-02-21,,18:54:05,19:54:12,60,,01:00:07,481.0,197,135.0,01:00:07,45,55.0,177.0,177.0,8.0,INDOOR_CYCLING,91.0
2022-11-25,,16:53:09,17:30:08,60,1700.0,00:36:59,294.0,197,136.0,00:36:59,45,55.0,177.0,177.0,8.0,POOL_SWIMMING,103.0
2022-10-14,,09:20:18,10:27:53,120,10131.7001953125,01:07:35,606.0,197,150.0,01:07:35,45,55.0,177.0,177.0,8.0,RUNNING,98.0
2023-08-15,,17:52:20,18:50:57,120,6394.7001953125,00:58:37,566.0,197,158.0,00:58:37,44,55.0,177.0,172.0,8.0,RUNNING,87.0
2019-10-26,Laufen,08:28:02,08:44:12,120,1657.4000244140625,00:16:10,98.0,196,,00:16:10,45,55.0,176.0,256.0,,RUNNING,
2022-11-10,,19:59:00,20:55:49,60,10368.0,00:56:49,593.0,197,165.0,00:56:49,45,55.0,177.0,177.0,8.0,RUNNING,114.0
2023-05-29,,09:07:40,10:39:34,120,31185.69921875,01:31:54,772.0,197,157.0,01:31:54,44,55.0,177.0,172.0,8.0,ROAD_BIKING,114.0
2019-04-29,Sons.Indoorsp,20:20:29,20:42:37,120,,00:22:08,49.0,196,,00:22:08,45,55.0,176.0,,,OTHER_INDOOR,
2021-05-31,,17:40:50,18:35:26,120,9577.2998046875,00:54:36,581.0,194,166.0,00:54:36,45,55.0,175.0,177.0,8.0,RUNNING,108.0
2021-05-26,,17:14:14,18:24:39,120,10599.900390625,01:10:25,690.0,194,156.0,01:10:25,45,55.0,175.0,177.0,8.0,RUNNING,97.0
2023-05-23,,19:57:55,20:17:57,120,,00:20:02,150.0,197,134.0,00:20:02,44,55.0,177.0,172.0,8.0,FUNCTIONAL_TRAINING,76.0
2023-05-31,,06:23:28,07:02:15,120,16121.099609375,00:38:47,318.0,197,152.0,00:38:47,44,55.0,177.0,172.0,8.0,ROAD_BIKING,93.0
2023-03-07,,19:16:15,19:48:30,60,6168.60009765625,00:32:15,360.0,197,176.0,00:32:15,45,55.0,177.0,177.0,8.0,RUNNING,124.0
2023-02-26,,06:13:21,07:05:46,60,9152.099609375,00:52:25,510.0,197,157.0,00:52:25,45,55.0,177.0,177.0,8.0,RUNNING,98.0
2021-09-04,,07:05:30,08:03:56,120,,00:58:26,354.0,194,122.0,00:58:26,45,55.0,175.0,177.0,8.0,FUNCTIONAL_TRAINING,73.0
2017-10-29,Jogging,12:47:03,13:02:16,120,2624.39990234375,00:15:13,89.0,198,,00:15:13,48,55.0,178.0,,,JOGGING,
2024-10-10,,18:23:35,19:22:58,120,9148.5,00:59:23,467.0,197,135.0,00:59:23,44,55.0,177.0,172.0,8.0,RUNNING,79.0
2021-04-18,,16:59:58,18:16:33,120,10770.7001953125,01:16:35,762.0,195,156.0,01:16:35,46,55.0,176.0,256.0,8.0,RUNNING,112.0
2018-10-07,Laufen,16:00:07,17:20:14,120,12383.7001953125,01:20:07,667.0,197,,01:20:07,45,55.0,177.0,256.0,,RUNNING,
2024-08-11,,08:37:28,11:56:15,120,12681.2998046875,03:18:47,1019.0,197,102.0,03:18:47,44,55.0,177.0,172.0,8.0,HIKING,62.0
2022-10-27,,20:05:57,20:50:12,120,7905.2001953125,00:44:15,445.0,197,161.0,00:44:15,45,55.0,177.0,177.0,8.0,RUNNING,108.0
2025-05-10,,17:30:03,19:10:08,120,16510.099609375,01:40:05,985.0,197,160.0,01:40:05,44,55.0,177.0,172.0,8.0,RUNNING,76.0
2023-05-22,,06:27:48,07:03:10,120,16162.0,00:35:22,315.0,197,155.0,00:35:22,44,55.0,177.0,172.0,8.0,ROAD_BIKING,91.0
2023-10-19,,18:52:29,19:36:59,120,7794.89990234375,00:44:30,439.0,197,160.0,00:44:30,44,55.0,177.0,172.0,8.0,RUNNING,90.0
2021-09-18,,18:25:05,19:39:54,120,,01:14:49,310.0,194,111.0,01:14:49,45,55.0,175.0,177.0,8.0,FUNCTIONAL_TRAINING,68.0
2024-05-11,,09:17:18,11:49:53,120,20151.5,02:32:35,1378.0,197,150.0,02:32:35,44,55.0,177.0,172.0,8.0,RUNNING,105.0
2022-10-09,,19:24:09,21:38:26,120,20033.900390625,02:14:17,1199.0,197,161.0,02:14:17,45,55.0,177.0,177.0,8.0,RUNNING,74.0
2022-08-06,,11:31:10,12:27:41,120,9592.400390625,00:56:31,606.0,197,169.0,00:56:31,45,55.0,177.0,177.0,8.0,RUNNING,99.0
2022-05-24,,19:59:17,20:38:13,120,6298.7998046875,00:38:56,388.0,197,159.0,00:38:56,45,55.0,177.0,177.0,8.0,RUNNING,117.0
2024-08-17,,17:19:16,18:42:55,120,12509.400390625,01:23:39,668.0,197,148.0,01:23:39,44,55.0,177.0,172.0,8.0,RUNNING,83.0
2023-05-31,,16:38:12,17:21:32,120,16159.7998046875,00:43:20,314.0,197,138.0,00:43:20,44,55.0,177.0,172.0,8.0,ROAD_BIKING,77.0
2022-06-04,,07:27:17,07:47:13,120,,00:19:56,93.0,197,106.0,00:19:56,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,83.0
2024-12-25,,08:32:56,09:06:43,60,6050.7998046875,00:33:47,331.0,197,159.0,00:33:47,44,55.0,177.0,172.0,8.0,RUNNING,105.0
2022-05-04,,19:13:05,20:27:59,120,11017.900390625,01:14:54,753.0,197,160.0,01:14:54,45,55.0,177.0,177.0,8.0,RUNNING,87.0
2019-03-13,Schwimmen,17:19:39,17:52:22,60,,00:32:43,203.0,197,,00:32:43,45,55.0,177.0,256.0,,SWIMMING,
2023-05-18,,07:49:40,08:19:11,120,995.4000244140625,00:29:31,225.0,197,141.0,00:29:31,44,55.0,177.0,172.0,8.0,OPEN_WATER_SWIMMING,107.0
2019-04-28,Laufen,17:28:28,19:15:02,120,17896.5,01:46:34,950.0,196,,01:46:34,45,55.0,176.0,,,RUNNING,
2017-03-12,Laufen,07:16:34,07:23:54,60,1111.5999755859375,00:07:20,52.0,199,,00:07:20,48,55.0,179.0,220.0,,RUNNING,
2023-01-24,,06:03:55,06:36:34,60,6285.60009765625,00:32:39,333.0,197,163.0,00:32:39,45,55.0,177.0,177.0,8.0,RUNNING,111.0
